Year,Laureate_Id,Firstname,Lastname,Category,Prize_Share,Motivation,Gender,Birth_Date,Birth_Country,Birth_City,Death_Date,Death_Country,Death_City,Birth_Country_Code,Death_Country_Code,Organization_Name,Organization_City,Organization_Country
1937,197,Paul,Karrer,chemistry,2,"""for his investigations on carotenoids flavins and vitamins A and B2""",male,1889-04-21,Russia,Moscow,18/06/1971,Switzerland,Zurich,RU,CH,University of Zurich,Zurich,Switzerland
1938,46,Enrico,Fermi,physics,1,"""for his demonstrations of the existence of new radioactive elements produced by neutron irradiation and for his related discovery of nuclear reactions brought about by slow neutrons""",male,29/09/1901,Italy,Rome,28/11/1954,USA,Chicago IL,IT,US,Rome University,Rome,Italy
1938,198,Richard,Kuhn,chemistry,1,"""for his work on carotenoids and vitamins""",male,03/12/1900,Austria-Hungary (now Austria),Vienna,31/07/1967,West Germany (now Germany),Heidelberg,AT,DE,Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Medizinische Forschung,Heidelberg,Germany
1938,333,Corneille,Heymans,medicine,1,"""for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration""",male,1892-03-28,Belgium,Ghent,18/07/1968,Belgium,Knokke,BE,BE,Ghent University,Ghent,Belgium
1938,503,Nansen International Office for Refugees,,peace,1,"""for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe""",org,1921-00-00,,,0000-00-00,,,,,,,
1938,610,Pearl,Buck,literature,1,"""for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces""",female,1892-06-26,USA,Hillsboro WV,06/03/1973,USA,Danby VT,US,US,,,
1939,334,Gerhard,Domagk,medicine,1,"""for the discovery of the antibacterial effects of prontosil""",male,1895-10-30,Germany (now Poland),Lagow,24/04/1964,West Germany (now Germany),Burgberg,PL,DE,Munster University,Munster,Germany
1939,47,Ernest,Lawrence,physics,1,"""for the invention and development of the cyclotron and for results obtained with it especially with regard to artificial radioactive elements""",male,08/08/1901,USA,Canton SD,27/08/1958,USA,Palo Alto CA,US,US,University of California,Berkeley CA,USA
1939,200,Leopold,Ruzicka,chemistry,2,"""for his work on polymethylenes and higher terpenes""",male,1887-09-13,Austria-Hungary (now Croatia),Vukovar,26/09/1976,Switzerland,Zurich,HR,CH,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland
1939,199,Adolf,Butenandt,chemistry,2,"""for his work on sex hormones""",male,24/03/1903,Germany,Bremerhaven-Lehe,18/01/1995,Germany,Munich,DE,DE,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biochemie,Berlin-Dahlem,Germany
1939,613,Frans Eemil,Sillanpää,literature,1,"""for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature""",male,1888-09-16,Russian Empire (now Finland),Hämeenkyrö,03/06/1964,Finland,Helsinki,FI,FI,,,
1943,335,Henrik,Dam,medicine,2,"""for his discovery of vitamin K""",male,1895-02-21,Denmark,Copenhagen,17/04/1976,Denmark,Copenhagen,DK,DK,Polytechnic Institute,Copenhagen,Denmark
1943,336,Edward A.,Doisy,medicine,2,"""for his discovery of the chemical nature of vitamin K""",male,1893-11-13,USA,Hume IL,23/10/1986,USA,St. Louis MO,US,US,Saint Louis University,St. Louis MO,USA
1943,201,George,de Hevesy,chemistry,1,"""for his work on the use of isotopes as tracers in the study of chemical processes""",male,1885-08-01,Austria-Hungary (now Hungary),Budapest,05/07/1966,West Germany (now Germany),Freiburg im Breisgau,HU,DE,Stockholm University,Stockholm,Sweden
1943,48,Otto,Stern,physics,1,"""for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton""",male,1888-02-17,Germany (now Poland),Sorau (now Zory),17/08/1969,USA,Berkeley CA,PL,US,Carnegie Institute of Technology,Pittsburgh PA,USA
1944,337,Joseph,Erlanger,medicine,2,"""for their discoveries relating to the highly differentiated functions of single nerve fibres""",male,1874-01-05,USA,San Francisco CA,05/12/1965,USA,St. Louis MO,US,US,Washington University,St. Louis MO,USA
1944,614,Johannes V.,Jensen,literature,1,"""for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold freshly creative style""",male,1873-01-20,Denmark,Farsø,25/11/1950,Denmark,Copenhagen,DK,DK,,,
1944,338,Herbert S.,Gasser,medicine,2,"""for their discoveries relating to the highly differentiated functions of single nerve fibres""",male,1888-07-05,USA,Platteville WI,11/05/1963,USA,New York NY,US,US,Rockefeller Institute for Medical Research,New York NY,USA
1944,202,Otto,Hahn,chemistry,1,"""for his discovery of the fission of heavy nuclei""",male,1879-03-08,Germany,Frankfurt-on-the-Main,28/07/1968,West Germany (now Germany),Göttingen,DE,DE,Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Chemie,Berlin-Dahlem,Germany
1944,482,International Committee of the Red Cross,,peace,1,"""for the great work it has performed during the war on behalf of humanity""",org,1863-00-00,,,0000-00-00,,,,,,,
1944,49,Isidor Isaac,Rabi,physics,1,"""for his resonance method for recording the magnetic properties of atomic nuclei""",male,1898-07-29,Austria-Hungary (now Poland),Rymanow,11/01/1988,USA,New York NY,PL,US,Columbia University,New York NY,USA
1945,50,Wolfgang,Pauli,physics,1,"""for the discovery of the Exclusion Principle also called the Pauli Principle""",male,25/04/1900,Austria,Vienna,15/12/1958,Switzerland,Zurich,AT,CH,Princeton University,Princeton NJ,USA
1945,615,Gabriela,Mistral,literature,1,"""for her lyric poetry which inspired by powerful emotions has made her name a symbol of the idealistic aspirations of the entire Latin American world""",female,1889-04-07,Chile,Vicuña,10/01/1957,USA,Hempstead NY,CL,US,,,
1945,203,Artturi,Virtanen,chemistry,1,"""for his research and inventions in agricultural and nutrition chemistry especially for his fodder preservation method""",male,1895-01-15,Russian Empire (now Finland),Helsinki,11/11/1973,Finland,Helsinki,FI,FI,University of Helsinki,Helsinki,Finland
1945,505,Cordell,Hull,peace,1,"""for his indefatigable work for international understanding and his pivotal role in establishing the United Nations""",male,1871-10-02,USA,Olympus TN,23/07/1955,USA,Bethesda MD,US,US,,,
1945,339,Sir Alexander,Fleming,medicine,3,"""for the discovery of penicillin and its curative effect in various infectious diseases""",male,1881-08-06,Scotland,Lochfield,11/03/1955,United Kingdom,London,GB,GB,London University,London,United Kingdom
1945,340,Ernst B.,Chain,medicine,3,"""for the discovery of penicillin and its curative effect in various infectious diseases""",male,19/06/1906,Germany,Berlin,12/08/1979,Ireland,Mulrany,DE,IE,University of Oxford,Oxford,United Kingdom
1945,341,Sir Howard,Florey,medicine,3,"""for the discovery of penicillin and its curative effect in various infectious diseases""",male,1898-09-24,Australia,Adelaide,21/02/1968,United Kingdom,Oxford,AU,GB,University of Oxford,Oxford,United Kingdom
1946,507,John R.,Mott,peace,2,"""for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries""",male,1865-05-25,USA,Livingston Manor NY,31/01/1955,USA,,US,US,,,
1946,51,Percy W.,Bridgman,physics,1,"""for the invention of an apparatus to produce extremely high pressures and for the discoveries he made therewith in the field of high pressure physics""",male,1882-04-21,USA,Cambridge MA,20/08/1961,USA,Randolph NH,US,US,Harvard University,Cambridge MA,USA
1946,204,James B.,Sumner,chemistry,2,"""for his discovery that enzymes can be crystallized""",male,1887-11-19,USA,Canton MA,12/08/1955,USA,Buffalo NY,US,US,Cornell University,Ithaca NY,USA
1946,205,John H.,Northrop,chemistry,4,"""for their preparation of enzymes and virus proteins in a pure form""",male,1891-07-05,USA,Yonkers NY,27/05/1987,USA,Wickenberg AZ,US,US,Rockefeller Institute for Medical Research,Princeton NJ,USA
1946,206,Wendell M.,Stanley,chemistry,4,"""for their preparation of enzymes and virus proteins in a pure form""",male,16/08/1904,USA,Ridgeville IN,15/06/1971,Spain,Salamanca,US,ES,Rockefeller Institute for Medical Research,Princeton NJ,USA
1946,342,Hermann J.,Muller,medicine,1,"""for the discovery of the production of mutations by means of X-ray irradiation""",male,1890-12-21,USA,New York NY,05/04/1967,USA,Indianapolis IN,US,US,Indiana University,Bloomington IN,USA
1946,506,Emily Greene,Balch,peace,2,"""for her lifelong work for the cause of peace""",female,1867-01-08,USA,Jamaica Plain MA (now Boston MA),09/01/1961,USA,Cambridge MA,US,US,,,
1946,617,Hermann,Hesse,literature,1,"""for his inspired writings which while growing in boldness and penetration exemplify the classical humanitarian ideals and high qualities of style""",male,1877-07-02,Germany,Calw,09/08/1962,Switzerland,Montagnola,DE,CH,,,
1947,344,Gerty,Cori,medicine,4,"""for their discovery of the course of the catalytic conversion of glycogen""",female,1896-08-15,Austria-Hungary (now Czech Republic),Prague,26/10/1957,USA,St. Louis MO,CZ,US,Washington University,St. Louis MO,USA
1947,345,Bernardo,Houssay,medicine,2,"""for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar""",male,1887-04-10,Argentina,Buenos Aires,21/09/1971,Argentina,Buenos Aires,AR,AR,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Buenos Aires,Argentina
1947,52,Edward V.,Appleton,physics,1,"""for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer""",male,1892-09-06,United Kingdom,Bradford,21/04/1965,Scotland,Edinburgh,GB,GB,Department of Scientific and Industrial Research,London,United Kingdom
1947,618,André,Gide,literature,1,"""for his comprehensive and artistically significant writings in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight""",male,1869-11-22,France,Paris,19/02/1951,France,Paris,FR,FR,,,
1947,207,Sir Robert,Robinson,chemistry,1,"""for his investigations on plant products of biological importance especially the alkaloids""",male,1886-09-13,United Kingdom,Rufford near Chesterfield,08/02/1975,United Kingdom,Great Missenden,GB,GB,University of Oxford,Oxford,United Kingdom
1947,508,Friends Service Council,,peace,2,"""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations""",org,1647-00-00,,,0000-00-00,,,,,,,
1947,509,American Friends Service Committee,,peace,2,"""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations""",org,1917-00-00,,,0000-00-00,,,,,,,
1947,343,Carl,Cori,medicine,4,"""for their discovery of the course of the catalytic conversion of glycogen""",male,1896-12-05,Austria-Hungary (now Czech Republic),Prague,20/10/1984,USA,Cambridge MA,CZ,US,Washington University,St. Louis MO,USA
1948,346,Paul,Müller,medicine,1,"""for his discovery of the high efficiency of DDT as a contact poison against several arthropods""",male,1899-01-12,Switzerland,Olten,12/10/1965,Switzerland,Basel,CH,CH,Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Basel,Switzerland
1948,619,T.S.,Eliot,literature,1,"""for his outstanding pioneer contribution to present-day poetry""",male,1888-09-26,USA,St. Louis MO,04/01/1965,United Kingdom,London,US,GB,,,
1948,208,Arne,Tiselius,chemistry,1,"""for his research on electrophoresis and adsorption analysis especially for his discoveries concerning the complex nature of the serum proteins""",male,10/08/1902,Sweden,Stockholm,29/10/1971,Sweden,Uppsala,SE,SE,Uppsala University,Uppsala,Sweden
1948,53,Patrick M.S.,Blackett,physics,1,"""for his development of the Wilson cloud chamber method and his discoveries therewith in the fields of nuclear physics and cosmic radiation""",male,1897-11-18,United Kingdom,London,13/07/1974,United Kingdom,London,GB,GB,Victoria University,Manchester,United Kingdom
1949,348,Egas,Moniz,medicine,2,"""for his discovery of the therapeutic value of leucotomy in certain psychoses""",male,1874-11-29,Portugal,Avanca,13/12/1955,Portugal,Lisbon,PT,PT,University of Lisbon,Lisbon,Portugal
1949,209,William F.,Giauque,chemistry,1,"""for his contributions in the field of chemical thermodynamics particularly concerning the behaviour of substances at extremely low temperatures""",male,1895-05-12,Canada,Niagara Falls,28/03/1982,USA,Berkeley CA,CA,US,University of California,Berkeley CA,USA
1949,347,Walter,Hess,medicine,2,"""for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs""",male,1881-03-17,Switzerland,Frauenfeld,12/08/1973,Switzerland,Ascona,CH,CH,University of Zurich,Zurich,Switzerland
1949,620,William,Faulkner,literature,1,"""for his powerful and artistically unique contribution to the modern American novel""",male,1897-09-25,USA,New Albany MS,06/07/1962,USA,Byhalia MS,US,US,,,
1949,510,John,Boyd Orr,peace,1,"""for his lifelong effort to conquer hunger and want thereby helping to remove a major cause of military conflict and war""",male,1880-09-23,Scotland,Kilmaurs,25/06/1971,Scotland,Edzell,GB,GB,,,
1949,54,Hideki,Yukawa,physics,1,"""for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces""",male,23/01/1907,Japan,Tokyo,08/09/1981,Japan,Kyoto,JP,JP,Columbia University,New York NY,USA
1950,621,Bertrand,Russell,literature,1,"""in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought""",male,1872-05-18,United Kingdom,Trelleck,02/02/1970,United Kingdom,Penrhyndeudraeth,GB,GB,,,
1950,511,Ralph,Bunche,peace,1,"""for his work as mediator in Palestine in 1948-1949""",male,07/08/1904,USA,Detroit MI,09/12/1971,USA,New York NY,US,US,Harvard University,Cambridge MA,USA
1950,351,Philip S.,Hench,medicine,3,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",male,1896-02-28,USA,Pittsburgh PA,30/03/1965,Jamaica,Ocho Rios,US,JM,Mayo Clinic,Rochester MN,USA
1950,350,Tadeus,Reichstein,medicine,3,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",male,1897-07-20,Poland,Wloclawek,01/08/1996,Switzerland,Basel,PL,CH,Basel University,Basel,Switzerland
1950,349,Edward C.,Kendall,medicine,3,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",male,1886-03-08,USA,South Norwalk CT,04/05/1972,USA,Princeton NJ,US,US,Mayo Clinic,Rochester MN,USA
1950,211,Kurt,Alder,chemistry,2,"""for their discovery and development of the diene synthesis""",male,10/07/1902,Prussia (now Poland),Königshütte (now Chorzów),20/06/1958,West Germany (now Germany),Cologne,PL,DE,Cologne University,Cologne,Germany
1950,55,Cecil,Powell,physics,1,"""for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method""",male,05/12/1903,United Kingdom,Tonbridge,09/08/1969,Italy,,GB,IT,Bristol University,Bristol,United Kingdom
1950,210,Otto,Diels,chemistry,2,"""for their discovery and development of the diene synthesis""",male,1876-01-23,Germany,Hamburg,07/03/1954,West Germany (now Germany),Kiel,DE,DE,Kiel University,Kiel,Germany
1951,512,Léon,Jouhaux,peace,1,"""for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations""",male,1879-07-01,France,Paris,28/04/1954,France,Paris,FR,FR,,,
1951,622,Pär,Lagerkvist,literature,1,"""for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind""",male,1891-05-23,Sweden,Växjö,11/07/1974,Sweden,Stockholm,SE,SE,,,
1951,57,Ernest T.S.,Walton,physics,2,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",male,06/10/1903,Ireland,Dungarvan,25/06/1995,Northern Ireland,Belfast,IE,GB,Trinity College,Dublin,Ireland
1951,56,John,Cockcroft,physics,2,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",male,1897-05-27,United Kingdom,Todmorden,18/09/1967,United Kingdom,Cambridge,GB,GB,Atomic Energy Research Establishment,Harwell Berkshire,United Kingdom
1951,212,Edwin M.,McMillan,chemistry,2,"""for their discoveries in the chemistry of the transuranium elements""",male,18/09/1907,USA,Redondo Beach CA,07/09/1991,USA,El Cerrito CA,US,US,University of California,Berkeley CA,USA
1951,352,Max,Theiler,medicine,1,"""for his discoveries concerning yellow fever and how to combat it""",male,1899-01-30,South Africa,Pretoria,11/08/1972,USA,New Haven CT,ZA,US,Laboratories of the Division of Medicine and Public Health Rockefeller Foundation,New York NY,USA
1951,213,Glenn T.,Seaborg,chemistry,2,"""for their discoveries in the chemistry of the transuranium elements""",male,19/04/1912,USA,Ishpeming MI,25/02/1999,USA,Lafayette CA,US,US,University of California,Berkeley CA,USA
1952,58,Felix,Bloch,physics,2,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",male,23/10/1905,Switzerland,Zurich,10/09/1983,Switzerland,Zurich,CH,CH,Stanford University,Stanford CA,USA
1952,215,Richard L.M.,Synge,chemistry,2,"""for their invention of partition chromatography""",male,28/10/1914,United Kingdom,Liverpool,18/08/1994,United Kingdom,Norwich,GB,GB,Rowett Research Institute,Bucksburn (Scotland),United Kingdom
1952,513,Albert,Schweitzer,peace,1,"""for his altruism reverence for life and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one""",male,1875-01-14,Germany (now France),Kaysersberg,04/09/1965,Gabon,Lambaréné,FR,GA,,,
1952,353,Selman A.,Waksman,medicine,1,"""for his discovery of streptomycin the first antibiotic effective against tuberculosis""",male,1888-07-22,Russian Empire (now Ukraine),Priluka (now Nova Pryluka),16/08/1973,USA,Hyannis MA,UA,US,Rutgers University,New Brunswick NJ,USA
1952,214,Archer J.P.,Martin,chemistry,2,"""for their invention of partition chromatography""",male,01/03/1910,United Kingdom,London,28/07/2002,United Kingdom,Llangarron,GB,GB,National Institute for Medical Research,London,United Kingdom
1952,59,E. M.,Purcell,physics,2,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",male,30/08/1912,USA,Taylorville IL,07/03/1997,USA,Cambridge MA,US,US,Harvard University,Cambridge MA,USA
1952,623,François,Mauriac,literature,1,"""for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life""",male,1885-10-11,France,Bordeaux,01/09/1970,France,Paris,FR,FR,,,
1953,514,George C.,Marshall,peace,1,"""for proposing and supervising the plan for the economic recovery of Europe""",male,1880-12-31,USA,Uniontown PA,16/10/1959,USA,Washington D.C.,US,US,,,
1953,354,Hans,Krebs,medicine,2,"""for his discovery of the citric acid cycle""",male,25/08/1900,Germany,Hildesheim,22/11/1981,United Kingdom,Oxford,DE,GB,Sheffield University,Sheffield,United Kingdom
1953,355,Fritz,Lipmann,medicine,2,"""for his discovery of co-enzyme A and its importance for intermediary metabolism""",male,1899-06-12,Germany (now Russia),Koenigsberg (now Kaliningrad),24/07/1986,USA,Poughkeepsie NY,RU,US,Harvard Medical School,Boston MA,USA
1953,60,Frits,Zernike,physics,1,"""for his demonstration of the phase contrast method especially for his invention of the phase contrast microscope""",male,1888-07-16,the Netherlands,Amsterdam,10/03/1966,the Netherlands,Groningen,NL,NL,Groningen University,Groningen,the Netherlands
1953,216,Hermann,Staudinger,chemistry,1,"""for his discoveries in the field of macromolecular chemistry""",male,1881-03-23,Germany,Worms,08/09/1965,West Germany (now Germany),Freiburg im Breisgau,DE,DE,University of Freiburg,Breisgau,Germany
1953,624,Winston,Churchill,literature,1,"""for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values""",male,1874-11-30,United Kingdom,Woodstock,24/01/1965,United Kingdom,London,GB,GB,,,
1954,356,John F.,Enders,medicine,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",male,1897-02-10,USA,West Hartford CT,08/09/1985,USA,Waterford CT,US,US,Harvard Medical School,Boston MA,USA
1954,357,Thomas H.,Weller,medicine,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",male,15/06/1915,USA,Ann Arbor MI,23/08/2008,USA,Needham MA,US,US,Research Division of Infectious Diseases Children's Medical Center,Boston MA,USA
1954,358,Frederick C.,Robbins,medicine,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",male,25/08/1916,USA,Auburn AL,04/08/2003,USA,Cleveland OH,US,US,Western Reserve University,Cleveland OH,USA
1954,217,Linus,Pauling,chemistry,1,"""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances""",male,28/02/1901,USA,Portland OR,19/08/1994,USA,Big Sur CA,US,US,California Institute of Technology (Caltech),Pasadena CA,USA
1954,61,Max,Born,physics,2,"""for his fundamental research in quantum mechanics especially for his statistical interpretation of the wavefunction""",male,1882-12-11,Germany (now Poland),Breslau (now Wroclaw),05/01/1970,West Germany (now Germany),Göttingen,PL,DE,Edinburgh University,Edinburgh,United Kingdom
1954,62,Walther,Bothe,physics,2,"""for the coincidence method and his discoveries made therewith""",male,1891-01-08,Germany,Oranienburg,08/02/1957,West Germany (now Germany),Heidelberg,DE,DE,University of Heidelberg,Heidelberg,Germany
1954,625,Ernest,Hemingway,literature,1,"""for his mastery of the art of narrative most recently demonstrated in <I>The Old Man and the Sea</I> and for the influence that he has exerted on contemporary style""",male,1899-07-21,USA,Oak Park IL,02/07/1961,USA,Ketchum ID,US,US,,,
1954,515,Office of the United Nations High Commissioner for Refugees,,peace,1,"""for its efforts to heal the wounds of war by providing help and protection to refugees all over the world""",org,14/12/1950,,,0000-00-00,,,,,,,
1955,626,Halldór,Laxness,literature,1,"""for his vivid epic power which has renewed the great narrative art of Iceland""",male,23/04/1902,Iceland,Reykjavik,08/02/1998,Iceland,Reykjavik,IS,IS,,,
1955,64,Polykarp,Kusch,physics,2,"""for his precision determination of the magnetic moment of the electron""",male,26/01/1911,Germany,Blankenburg,20/03/1993,USA,Dallas TX,DE,US,Columbia University,New York NY,USA
1955,63,Willis E.,Lamb,physics,2,"""for his discoveries concerning the fine structure of the hydrogen spectrum""",male,12/07/1913,USA,Los Angeles CA,15/05/2008,USA,Tucson AZ,US,US,Stanford University,Stanford CA,USA
1955,359,Hugo,Theorell,medicine,1,"""for his discoveries concerning the nature and mode of action of oxidation enzymes""",male,06/07/1903,Sweden,Linköping,15/08/1982,Sweden,Stockholm,SE,SE,Karolinska Institutet Nobel Medical Institute,Stockholm,Sweden
1955,218,Vincent,du Vigneaud,chemistry,1,"""for his work on biochemically important sulphur compounds especially for the first synthesis of a polypeptide hormone""",male,18/05/1901,USA,Chicago IL,11/12/1978,USA,White Plains NY,US,US,Cornell University,Ithaca NY,USA
1956,361,Werner,Forssmann,medicine,3,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",male,29/08/1904,Germany,Berlin,01/06/1979,West Germany (now Germany),Schopfheim,DE,DE,Mainz University,Mainz,Germany
1956,360,André F.,Cournand,medicine,3,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",male,1895-09-24,France,Paris,19/02/1988,USA,Great Barrington MA,FR,US,Columbia University Division Cardio-Pulmonary Laboratory Bellevue Hospital,New York NY,USA
1956,67,Walter H.,Brattain,physics,3,"""for their researches on semiconductors and their discovery of the transistor effect""",male,10/02/1902,China,Amoy,13/10/1987,USA,Seattle WA,CN,US,Bell Telephone Laboratories,Murray Hill NJ,USA
1956,220,Nikolay,Semenov,chemistry,2,"""for their researches into the mechanism of chemical reactions""",male,1896-04-03,Russia,Saratov,25/09/1986,USSR (now Russia),Moscow,RU,RU,Institute for Chemical Physics of the Academy of Sciences of the USSR,Moscow,USSR (now Russia)
1956,219,Sir Cyril,Hinshelwood,chemistry,2,"""for their researches into the mechanism of chemical reactions""",male,1897-05-19,United Kingdom,London,09/10/1967,United Kingdom,London,GB,GB,University of Oxford,Oxford,United Kingdom
1956,66,John,Bardeen,physics,3,"""for their researches on semiconductors and their discovery of the transistor effect""",male,23/05/1908,USA,Madison WI,30/01/1991,USA,Boston MA,US,US,University of Illinois,Urbana IL,USA
1956,65,William B.,Shockley,physics,3,"""for their researches on semiconductors and their discovery of the transistor effect""",male,13/02/1910,United Kingdom,London,12/08/1989,USA,Palo Alto CA,GB,US,Semiconductor Laboratory of Beckman Instruments Inc.,Mountain View CA,USA
1956,362,Dickinson W.,Richards,medicine,3,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",male,1895-10-30,USA,Orange NJ,23/02/1973,USA,Lakeville CT,US,US,Columbia University,New York NY,USA
1956,627,Juan Ramón,Jiménez,literature,1,"""for his lyrical poetry which in Spanish language constitutes an example of high spirit and artistical purity""",male,1881-12-24,Spain,Moguer,29/05/1958,Puerto Rico,San Juan,ES,PR,,,
1957,68,Chen Ning,Yang,physics,2,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",male,22/09/1922,China,Hofei Anhwei,0000-00-00,,,CN,,Institute for Advanced Study,Princeton NJ,USA
1957,516,Lester Bowles,Pearson,peace,1,"""for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis""",male,1897-04-23,Canada,Toronto,27/12/1972,Canada,Ottawa,CA,CA,,,
1957,221,Lord,Todd,chemistry,1,"""for his work on nucleotides and nucleotide co-enzymes""",male,02/10/1907,Scotland,Glasgow,10/01/1997,United Kingdom,Cambridge,GB,GB,University of Cambridge,Cambridge,United Kingdom
1957,69,Tsung-Dao,Lee,physics,2,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",male,24/11/1926,China,Shanghai,0000-00-00,,,CN,,Columbia University,New York NY,USA
1957,628,Albert,Camus,literature,1,"""for his important literary production which with clear-sighted earnestness illuminates the problems of the human conscience in our times""",male,07/11/1913,French Algeria (now Algeria),Mondovi,04/01/1960,France,Sens,DZ,FR,,,
1957,363,Daniel,Bovet,medicine,1,"""for his discoveries relating to synthetic compounds that inhibit the action of certain body substances and especially their action on the vascular system and the skeletal muscles""",male,23/03/1907,Switzerland,Neuchâtel,08/04/1992,Italy,Rome,CH,IT,Istituto Superiore di Sanità (Chief Institute of Public Health),Rome,Italy
1958,222,Frederick,Sanger,chemistry,1,"""for his work on the structure of proteins especially that of insulin""",male,13/08/1918,United Kingdom,Rendcombe,19/11/2013,United Kingdom,Cambridge,GB,GB,"University of Cambridge, MRC Laboratory of Molecular Biology",Cambridge,United Kingdom
1958,517,Georges,Pire,peace,1,"""for his efforts to help refugees to leave their camps and return to a life of freedom and dignity""",male,10/02/1910,Belgium,Dinant,30/01/1969,Belgium,Leuven,BE,BE,,,
1958,365,Edward,Tatum,medicine,4,"""for their discovery that genes act by regulating definite chemical events""",male,14/12/1909,USA,Boulder CO,05/11/1975,USA,New York NY,US,US,Rockefeller Institute for Medical Research,New York NY,USA
1958,366,Joshua,Lederberg,medicine,2,"""for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria""",male,23/05/1925,USA,Montclair NJ,02/02/2008,USA,New York NY,US,US,University of Wisconsin,Madison WI,USA
1958,629,Boris,Pasternak,literature,1,"""for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition""",male,1890-02-10,Russia,Moscow,30/05/1960,Russia,Peredelkino,RU,RU,,,
1958,721,Il´ja M.,Frank,physics,3,"""for the discovery and the interpretation of the Cherenkov effect""",male,23/10/1908,Russia,Leningrad (now St. Petersburg),22/06/1990,USSR (now Russia),Moscow,RU,RU,Lomonosov Moscow State University,Moscow,USSR (now Russia)
1958,71,Igor Y.,Tamm,physics,3,"""for the discovery and the interpretation of the Cherenkov effect""",male,1895-07-08,Russia,Vladivostok,12/04/1971,USSR (now Russia),Moscow,RU,RU,Lomonosov Moscow State University,Moscow,USSR (now Russia)
1958,70,Pavel A.,Cherenkov,physics,3,"""for the discovery and the interpretation of the Cherenkov effect""",male,28/07/1904,Russia,Novaya Chigla,06/01/1990,USSR (now Russia),,RU,RU,P.N. Lebedev Physical Institute,Moscow,USSR (now Russia)
1958,364,George,Beadle,medicine,4,"""for their discovery that genes act by regulating definite chemical events""",male,22/10/1903,USA,Wahoo NE,09/06/1989,USA,Pomona CA,US,US,California Institute of Technology (Caltech),Pasadena CA,USA
1959,368,Arthur,Kornberg,medicine,2,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",male,03/03/1918,USA,Brooklyn NY,26/10/2007,USA,Stanford CA,US,US,Stanford University,Stanford CA,USA
